WORD,IM_Y_M_N,IM_Y_F_N,IM_O_M_N,IM_O_F_N,IM_Y_M_MEAN,IM_Y_F_MEAN,IM_O_M_MEAN,IM_O_F_MEAN,IM_Y_M_SD,IM_Y_F_SD,IM_O_M_SD,IM_O_F_SD,IM_Y_N,IM_O_N,IM_Y_MEAN,IM_O_MEAN,IM_Y_SD,IM_O_SD,EM_Y_M_N,EM_Y_F_N,EM_O_M_N,EM_O_F_N,EM_Y_M_MEAN,EM_Y_F_MEAN,EM_O_M_MEAN,EM_O_F_MEAN,EM_Y_M_SD,EM_Y_F_SD,EM_O_M_SD,EM_O_F_SD,EM_Y_N,EM_O_N,EM_Y_MEAN,EM_O_MEAN,EM_Y_SD,EM_O_SD,F_Unknown_Y,F_Unknown_O,Kategorie,WORD_length,length_group,Is_plant
Wohnzimmer,11,10,12,10,74.55,84.6,96.33,91.9,25.82,12.02,7.68,8.16,21,22,79.33,94.32,20.61,8.03,9,9,9,10,24.89,33.56,49.22,61.6,17.9,33.33,28.4,24.59,18,19,29.22,55.74,26.33,26.48,0.0,0.0,,10,long_word,
Wolf,10,10,12,10,88.5,92.9,94.17,90.6,10.95,9.45,8.48,9.55,20,22,90.7,92.55,10.2,8.95,10,9,9,10,13.9,1.67,-5.67,-16.9,46.76,30.07,57.06,53.95,19,19,8.11,-11.58,39.17,54.18,0.0,0.0,nature_based_non_human,4,short_word,
Wolke,12,8,13,10,91.25,97.0,95.85,85.2,10.13,2.51,7.74,19.7,20,23,93.55,91.22,8.37,14.85,9,9,8,11,45.11,43.56,25.0,29.64,33.82,31.8,29.39,38.92,18,19,44.33,27.68,31.85,34.39,0.0,0.0,,5,short_word,
Wolle,11,8,11,12,73.64,78.0,89.27,86.83,18.64,20.16,17.08,16.84,19,23,75.47,88.0,18.87,16.61,10,9,9,10,12.0,26.11,36.56,42.6,20.92,31.5,23.29,30.08,19,19,18.68,39.74,26.69,26.52,0.0,0.0,,5,short_word,
Wort,9,10,12,11,32.11,33.7,54.58,64.09,23.95,27.94,32.37,30.87,19,23,32.95,59.13,25.42,31.31,9,10,8,11,9.0,14.0,28.63,24.27,8.92,24.89,26.52,30.86,19,19,11.63,26.11,18.75,28.42,0.0,0.0,,4,short_word,
Wörterbuch,10,11,10,13,73.7,78.64,87.8,90.46,16.76,14.62,12.2,16.08,21,23,76.29,89.3,15.48,14.27,9,9,9,10,31.22,39.22,40.33,44.0,24.93,31.17,35.48,32.58,18,19,35.22,42.26,27.69,33.07,0.0,0.0,,10,long_word,
Wunde,10,11,12,10,78.4,88.64,88.58,86.6,25.47,10.87,13.73,12.55,21,22,83.76,87.68,19.46,12.93,11,7,11,8,-48.91,-58.43,-49.73,-39.63,28.36,17.78,33.92,21.9,18,19,-52.61,-45.47,24.65,29.19,0.0,0.0,,5,short_word,
Wunder,9,10,13,10,31.44,13.1,36.31,37.0,33.23,13.92,26.68,33.27,19,23,21.79,36.61,26.0,29.0,8,10,11,8,26.25,77.3,55.18,41.38,43.95,33.9,31.6,26.59,18,19,54.61,49.37,45.66,29.64,0.0,0.0,,6,short_word,
Wunsch,10,10,13,10,26.3,16.4,39.0,43.3,35.81,15.76,32.97,38.98,20,23,21.35,40.87,27.4,34.92,9,9,9,11,54.22,42.33,32.67,43.82,23.89,47.3,22.77,33.98,18,20,48.28,38.8,36.86,29.3,0.0,0.0,,6,short_word,
Wurf,12,9,10,13,54.58,46.22,57.9,67.38,28.69,26.7,32.33,31.17,21,23,51.0,63.26,27.5,31.31,8,10,8,11,15.0,9.9,9.63,13.0,25.37,19.96,12.49,23.48,18,19,12.17,11.58,21.97,19.23,0.0,0.0,,4,short_word,
Würfel,10,11,12,11,92.9,91.91,96.83,91.91,10.17,7.25,5.94,10.06,21,23,92.38,94.48,8.55,8.37,8,10,7,12,3.75,22.3,9.43,18.75,12.12,27.15,16.87,23.36,18,19,14.06,15.32,23.25,21.21,0.0,0.0,,6,short_word,
Wurm,10,11,11,12,88.0,95.45,93.55,90.33,8.25,6.65,6.99,14.61,21,23,91.9,91.87,8.2,11.47,9,9,8,11,-8.89,-7.56,-30.0,-28.45,18.11,20.28,34.5,27.9,18,19,-8.22,-29.11,18.67,29.93,0.0,0.0,nature_based_non_human,4,short_word,
Wurst,10,11,12,11,86.5,92.73,97.0,89.09,8.25,7.42,4.45,21.25,21,23,89.76,93.22,8.26,15.21,11,8,9,10,5.73,-6.5,39.11,24.6,30.27,26.44,24.89,36.35,19,19,0.58,31.47,28.62,31.49,0.0,0.0,,5,short_word,
Wurzel,9,10,11,12,83.89,89.6,85.18,82.0,11.11,13.03,23.16,23.52,19,23,86.89,83.52,12.18,22.87,8,11,10,9,11.63,14.55,8.3,3.22,35.45,22.37,29.11,23.7,19,19,13.32,5.89,27.73,26.08,0.0,0.0,nature_based_non_human,6,short_word,plant
Wüste,11,8,12,11,86.82,87.38,86.42,83.64,9.29,12.0,11.87,15.96,19,23,87.05,85.09,10.2,13.72,9,9,10,9,-2.56,22.0,-20.0,-30.33,44.22,34.44,46.83,40.84,18,19,9.72,-24.89,40.47,43.2,0.0,0.0,,5,short_word,
Wut,10,10,13,10,46.8,48.9,49.77,56.6,36.96,28.35,35.05,29.55,20,23,47.85,52.74,32.08,32.24,8,11,11,8,-19.63,-39.55,-59.73,-41.25,39.17,41.11,28.76,26.39,19,19,-31.16,-51.95,40.47,28.6,0.0,0.0,,3,short_word,
Wüterich,10,9,12,11,38.4,38.56,51.92,53.27,28.21,21.58,34.2,33.34,19,23,38.47,52.57,24.6,33.02,9,10,9,10,-50.67,-27.1,-65.44,-53.7,28.89,28.08,29.11,23.78,19,19,-38.26,-59.26,30.19,26.38,0.03,0.0,,8,long_word,
Xylophon,9,11,11,11,80.22,87.27,72.0,80.55,30.36,17.19,34.09,23.11,20,22,84.1,76.27,23.59,28.75,10,8,8,11,20.3,27.25,31.88,39.91,40.18,35.69,23.26,34.67,18,19,23.39,36.53,37.31,29.91,0.0,0.0,,8,long_word,
Yacht,10,9,13,10,85.0,91.44,97.0,91.6,20.68,12.3,4.4,10.19,19,23,88.05,94.65,17.09,7.78,8,10,10,10,28.0,38.0,51.4,41.1,35.37,41.31,29.65,23.44,18,20,33.56,46.25,38.01,26.54,0.0,0.0,,5,short_word,
Zacke,9,10,9,13,59.22,61.8,77.0,64.08,36.68,25.09,23.49,28.66,19,22,60.58,69.36,30.24,26.87,9,9,9,10,-21.78,-5.11,1.89,-3.4,32.84,10.28,18.48,23.78,18,19,-13.44,-0.89,25.11,21.02,0.04,0.03,,5,short_word,
Zahl,10,10,14,9,72.2,61.2,78.36,71.0,26.4,24.31,28.97,29.52,20,23,66.7,75.48,25.34,28.75,11,7,10,9,0.55,2.71,11.9,29.67,32.46,7.18,25.08,36.31,18,19,1.39,20.32,25.28,31.36,0.0,0.0,,4,short_word,
Zahn,12,8,11,12,91.33,95.0,97.36,94.33,6.67,4.84,3.2,5.73,20,23,92.8,95.78,6.14,4.84,10,9,9,10,-3.0,-20.0,21.11,10.7,36.99,27.24,39.2,31.26,19,19,-11.05,15.63,33.01,34.64,0.0,0.0,,4,short_word,
Zahnbürste,10,11,13,10,93.1,96.55,98.15,93.0,7.0,4.8,2.85,8.93,21,23,94.9,95.91,6.06,6.63,10,8,9,10,17.6,18.0,26.22,28.6,35.92,28.55,40.58,29.9,18,19,17.78,27.47,31.92,34.35,0.0,0.0,,10,long_word,
Zahnlücke,11,10,12,11,88.09,89.6,92.17,88.91,11.0,11.33,14.21,15.1,21,23,88.81,90.61,10.9,14.4,9,9,10,9,-28.22,-4.33,-48.4,-44.67,32.84,40.75,30.69,34.51,18,19,-16.28,-46.63,37.95,31.69,0.0,0.0,,9,long_word,
Zahnpasta,12,8,11,12,90.5,95.63,96.18,92.42,9.78,4.87,6.11,7.14,20,23,92.55,94.22,8.41,6.8,9,10,10,10,0.89,18.9,27.8,34.5,22.42,17.4,25.65,29.4,19,20,10.37,31.15,21.45,27.07,0.0,0.0,,9,long_word,
Zange,13,7,11,12,91.38,91.71,98.36,85.75,9.93,6.78,3.23,22.61,20,23,91.5,91.78,8.76,17.37,9,9,8,11,-4.78,-7.11,9.25,2.64,38.95,11.1,12.49,25.3,18,19,-5.94,5.42,27.81,20.67,0.0,0.0,,5,short_word,
Zauber,9,11,12,11,44.44,29.82,45.75,55.91,31.28,25.75,30.03,25.56,20,23,36.4,50.61,28.58,27.83,10,9,11,8,24.1,58.67,-3.91,20.75,41.4,28.46,37.71,30.27,19,19,40.47,6.47,39.13,36.1,0.0,0.0,,6,short_word,
Zauberer,10,9,13,10,83.4,81.78,76.69,69.9,13.01,14.91,23.54,29.28,19,23,82.63,73.74,13.57,25.78,9,9,10,9,16.78,43.89,-11.0,39.0,43.8,33.12,26.05,44.84,18,19,30.33,12.68,40.17,43.49,0.0,0.0,nature_based_human,8,long_word,
Zaun,10,11,13,10,89.1,90.55,95.08,86.6,14.74,8.95,7.53,19.0,21,23,89.86,91.39,11.76,14.04,8,11,9,10,-19.88,-17.0,9.67,4.1,23.67,20.63,19.74,28.53,19,19,-18.21,6.74,21.36,24.25,0.0,0.0,,4,short_word,
Zebra,10,11,11,12,88.6,96.45,94.18,91.42,17.15,5.73,12.66,10.6,21,23,92.71,92.74,12.84,11.45,9,10,9,10,34.67,33.5,59.89,33.2,21.12,30.1,20.93,23.29,19,19,34.05,45.84,25.53,25.56,0.0,0.0,nature_based_non_human,5,short_word,
Zecke,10,10,12,11,93.3,80.1,72.0,87.18,7.33,17.03,31.47,13.14,20,23,86.7,79.26,14.45,25.17,10,9,9,10,-40.4,-47.22,-51.56,-63.3,30.18,33.85,65.34,22.91,19,19,-43.63,-57.74,31.26,46.86,0.0,0.0,nature_based_non_human,5,short_word,
Zeder,10,10,12,11,57.4,55.8,78.58,67.73,33.29,33.16,23.07,33.3,20,23,56.6,73.39,32.35,28.3,10,9,6,12,28.5,18.33,28.0,25.0,25.11,19.97,38.24,24.16,19,18,23.68,26.0,22.8,28.46,0.0,0.03,nature_based_non_human,5,short_word,plant
Zeh,11,10,13,10,85.0,92.9,98.15,88.0,15.13,8.96,2.61,17.27,21,23,88.76,93.74,12.92,12.34,8,10,11,8,-3.0,13.5,24.55,13.13,15.83,15.18,31.39,21.72,18,19,6.17,19.74,17.22,27.64,0.04,0.0,,3,short_word,
Zeichen,11,8,12,10,61.27,54.75,55.75,58.9,22.75,17.89,26.68,35.01,19,22,58.53,57.18,20.57,30.02,10,9,8,11,13.2,19.67,12.75,14.18,19.16,21.44,11.23,16.85,19,19,16.26,13.58,19.97,14.4,0.0,0.0,,7,long_word,
Zeichnung,11,10,10,12,62.18,71.5,85.2,83.0,32.51,27.31,24.29,16.42,21,22,66.62,84.0,29.78,19.88,8,11,7,12,21.38,36.36,26.43,32.0,17.21,33.32,15.35,27.2,19,19,30.05,29.95,28.1,23.2,0.0,0.0,,9,long_word,
Zeile,11,9,10,13,69.55,61.33,67.3,75.77,25.95,22.66,27.25,23.83,20,23,65.85,72.09,24.25,25.14,9,10,9,11,5.44,9.8,7.22,15.09,14.22,10.09,11.76,24.66,19,20,7.74,11.55,12.07,19.86,0.0,0.0,,5,short_word,
Zeit,14,15,15,17,46.21,42.73,54.87,63.47,29.58,25.25,30.32,22.24,29,32,44.41,59.44,26.99,26.26,13,13,12,13,1.15,16.0,37.75,33.08,28.13,30.77,27.24,41.17,26,25,8.58,35.32,29.86,34.54,0.0,0.0,,4,short_word,
Zeitalter,10,9,13,10,28.0,13.0,32.77,48.5,29.56,19.28,30.29,28.97,19,23,20.89,39.61,25.71,30.13,9,9,9,10,15.44,27.22,10.89,7.5,18.24,36.35,21.57,15.64,18,19,21.33,9.11,28.55,18.23,0.0,0.0,,9,long_word,
Zeitung,11,9,12,11,81.82,95.11,94.67,94.27,18.91,5.09,8.09,8.15,20,23,87.8,94.48,15.66,7.94,10,8,8,11,31.2,28.13,30.25,47.73,33.09,36.72,28.21,30.53,18,19,29.83,40.37,33.73,30.1,0.0,0.0,,7,long_word,
Zelle,10,10,12,11,92.2,71.5,79.67,80.27,12.24,20.62,23.33,23.67,20,23,81.85,79.96,19.63,22.95,10,9,8,11,-12.4,-26.78,-48.13,-46.18,49.0,55.4,46.17,45.44,19,19,-19.21,-47.0,51.18,44.46,0.0,0.0,,5,short_word,
Zelt,11,9,12,11,88.45,90.11,92.25,86.36,12.23,9.13,10.9,24.24,20,23,89.2,89.43,10.7,18.32,9,9,8,11,27.56,22.44,27.5,18.55,36.37,33.93,23.85,38.27,18,19,25.0,22.32,34.23,32.49,0.0,0.0,,4,short_word,
Zement,10,10,12,10,71.3,70.9,90.75,84.9,29.78,23.23,12.24,22.89,20,22,71.1,88.09,25.99,17.66,9,9,9,10,-2.22,-9.0,19.33,0.2,22.4,13.82,26.75,13.4,18,19,-5.61,9.26,18.39,22.45,0.0,0.0,,6,short_word,
Zentner,10,10,12,11,27.5,36.8,50.5,57.82,28.08,19.75,35.23,39.25,20,23,32.15,54.0,24.11,36.53,10,9,11,8,-2.5,-16.89,-5.73,-8.75,12.2,22.0,13.49,33.31,19,19,-9.32,-7.0,18.54,23.13,0.0,0.0,,7,long_word,
Zeppelin,10,9,12,10,82.7,90.33,94.08,94.5,19.68,11.91,7.5,5.74,19,22,86.32,94.27,16.49,6.61,10,9,8,11,33.6,38.0,40.13,26.09,38.35,41.26,24.55,42.72,19,19,35.68,32.0,38.69,36.04,0.0,0.0,,8,long_word,
Zepter,11,9,14,9,78.0,76.0,76.57,78.56,26.81,19.72,29.12,17.27,20,23,77.1,77.35,23.31,24.71,9,9,9,10,9.44,-1.44,8.11,7.6,34.17,39.16,15.58,25.26,18,19,4.0,7.84,36.09,20.66,0.0,0.0,,6,short_word,
Zerstörung,10,9,14,9,61.1,41.22,69.79,55.22,30.48,25.6,21.92,31.2,19,23,51.68,64.09,29.32,26.28,8,10,9,10,-53.5,-74.5,-79.11,-84.8,52.15,32.83,24.63,17.18,18,19,-65.17,-82.11,42.49,20.63,0.0,0.0,,10,long_word,
Zettel,10,9,13,9,81.1,83.89,87.15,85.89,17.03,16.49,17.71,22.88,19,22,82.42,86.64,16.36,19.47,8,10,8,12,8.88,7.6,0.13,14.0,25.2,10.36,31.57,14.6,18,20,8.17,8.45,17.85,23.22,0.0,0.0,,6,short_word,
Zeugnis,11,9,12,11,69.45,78.33,83.42,62.73,23.58,19.22,20.04,37.11,20,23,73.45,73.52,21.65,30.63,10,9,9,10,-7.5,4.11,22.0,35.9,26.1,24.37,19.27,30.13,19,19,-2.0,29.32,25.3,25.88,0.0,0.0,,7,long_word,
Zickzack,11,10,13,10,72.55,72.0,74.08,63.1,19.0,16.39,26.15,40.06,21,23,72.29,69.3,17.36,32.56,10,9,10,9,-9.5,2.33,-17.3,-2.78,29.74,33.87,29.41,24.96,19,19,-3.89,-10.42,31.45,27.65,0.0,0.0,,8,long_word,
Ziege,13,8,11,12,91.85,91.88,96.82,90.0,9.93,10.55,3.22,16.96,21,23,91.86,93.26,9.91,12.68,9,9,10,9,23.33,9.11,35.0,9.0,30.28,12.94,25.46,39.08,18,19,16.22,22.68,23.75,34.36,0.0,0.0,nature_based_non_human,5,short_word,
Ziegel,10,9,13,9,89.1,93.22,92.85,82.22,8.77,6.4,8.12,22.04,19,22,91.05,88.5,7.82,15.86,9,9,10,9,15.44,4.56,27.7,10.56,21.69,15.76,25.99,7.5,18,19,10.0,19.58,19.23,20.98,0.0,0.0,,6,short_word,
Ziegenbock,11,10,13,9,87.82,94.3,94.92,86.78,11.12,5.4,8.92,19.5,21,22,90.9,91.59,9.27,14.39,9,9,9,10,2.44,2.44,29.89,-5.3,25.26,15.0,42.91,35.7,18,19,2.44,11.37,20.16,42.21,0.0,0.0,nature_based_non_human,10,long_word,
Ziel,14,15,15,17,68.86,60.53,79.8,70.35,25.71,32.55,22.19,20.7,29,32,64.55,74.78,29.23,21.6,9,10,10,9,47.22,31.9,48.9,57.78,32.93,36.34,33.01,29.07,19,19,39.16,53.11,34.7,30.68,0.0,0.0,,4,short_word,
Zigarre,10,11,11,11,88.2,96.18,94.64,88.55,17.77,4.09,10.11,18.63,21,22,92.38,91.59,12.93,14.96,9,9,10,9,-2.11,-4.0,-23.1,-22.56,45.41,58.18,39.18,41.91,18,19,-3.06,-22.84,50.64,39.35,0.0,0.0,,7,long_word,
Zigeuner,10,10,11,12,61.0,57.1,67.91,79.58,26.61,30.7,27.41,23.37,20,23,59.05,74.0,28.03,25.5,10,8,9,10,-1.8,3.63,-39.78,-16.1,43.21,32.12,40.89,32.35,18,19,0.61,-27.32,37.7,37.6,0.0,0.0,nature_based_human,8,long_word,
Zimmer,9,11,11,11,80.22,85.09,92.18,89.0,16.32,16.97,9.91,13.7,20,22,82.9,90.59,16.43,11.78,12,7,8,11,17.75,23.86,28.38,35.91,17.93,26.22,30.75,33.49,19,19,20.0,32.74,20.85,31.7,0.0,0.0,,6,short_word,
Zimt,10,11,11,12,78.9,88.18,87.64,78.08,18.9,19.15,20.93,27.52,21,23,83.76,82.65,19.15,24.53,9,10,10,9,41.22,26.7,44.7,23.89,22.21,57.1,28.68,48.69,19,19,33.58,34.84,43.65,39.74,0.0,0.0,,4,short_word,
Zink,9,10,11,12,46.78,45.7,70.73,48.42,24.78,28.36,24.53,34.56,19,23,46.21,59.09,25.99,31.63,10,8,10,9,9.1,-0.5,-1.0,12.44,24.61,8.25,11.77,17.46,18,19,4.83,5.37,19.3,15.88,0.0,0.0,,4,short_word,
Zinn,12,9,13,10,60.0,65.67,66.23,65.8,24.24,22.53,31.54,34.81,21,23,62.43,66.04,23.12,32.23,8,10,9,10,8.88,-5.6,10.56,7.2,31.01,14.3,9.65,11.73,18,19,0.83,8.79,23.65,10.63,0.0,0.0,,4,short_word,
Zirkel,8,13,12,11,88.63,87.15,84.67,84.64,12.19,17.07,19.93,22.61,21,23,87.71,84.65,15.08,20.76,9,9,9,10,-7.89,2.33,10.0,9.9,29.46,22.09,19.63,14.8,18,19,-2.78,9.95,25.8,16.75,0.0,0.0,,6,short_word,
Zirkus,12,9,12,11,82.25,85.33,85.17,89.82,15.7,14.76,18.36,13.93,21,23,83.57,87.39,15.01,16.2,10,8,10,9,-11.6,43.13,37.3,51.11,38.98,31.73,20.39,33.82,18,19,12.72,43.84,44.74,27.68,0.03,0.0,,6,short_word,
Zitat,11,11,12,11,31.91,41.27,38.67,60.36,31.26,27.88,36.94,31.77,22,23,36.59,49.04,29.3,35.55,9,10,10,10,3.22,21.9,13.9,29.8,12.68,24.85,12.76,34.3,19,20,13.05,21.85,21.73,26.47,0.0,0.0,,5,short_word,
Zitrone,11,9,13,10,89.55,97.44,96.77,91.5,9.81,2.35,5.63,10.44,20,23,93.1,94.48,8.32,8.31,9,9,11,9,26.33,29.78,23.55,21.56,11.43,34.58,31.83,31.15,18,20,28.06,22.65,25.05,30.7,0.0,0.0,,7,long_word,
Zobel,8,7,14,9,55.13,63.29,81.14,76.67,32.25,22.63,16.66,29.83,15,23,58.93,79.39,27.52,22.2,10,6,7,11,-2.4,2.17,39.0,29.18,23.13,21.45,26.4,40.28,16,18,-0.69,33.0,21.9,34.99,0.24,0.03,nature_based_non_human,5,short_word,
Zoll,10,9,11,12,53.0,47.22,63.36,57.75,30.09,21.41,31.29,37.29,19,23,50.26,60.43,25.79,33.89,9,10,10,9,-7.67,-25.1,-25.7,-1.67,34.06,28.54,30.98,34.95,19,19,-16.84,-14.32,31.66,34.28,0.0,0.0,,4,short_word,
Zöllner,10,10,13,10,61.0,45.5,64.77,69.5,29.61,19.46,36.11,33.04,20,23,53.25,66.83,25.65,34.11,8,10,9,9,-34.75,-27.8,-25.44,-22.44,33.73,23.36,24.93,27.24,18,18,-30.89,-23.94,27.75,25.37,0.0,0.0,nature_based_human,7,long_word,
